dataset;X.OTU.ID;GW1941;GW1942;GW1943;GW1944;GW1945;GW1946;GW1947;GW1948;GW1949;GW1950;GW1951;GW1952;GW1953;GW1954;GW1955;GW1956;GW1957;GW1958;GW1959;GW1960;GW1961;GW1962;GW1963;GW1964;GW1965;GW1966;GW1967;GW1968;GW1969;GW1970;GW1971;GW1972;GW1973;GW1974;GW1975;GW1976;GW1977;GW1978;GW1979;GW1980;GW1981;GW1982;GW1983;GW1984
16s;OTU_219;6;6;0;2;1;1;0;5;4;25;6;1;1;0;0;0;0;0;0;4;5;2;11;34;3;12;41;44;25;6;5;2;8;5;9;9;4;7;10;1;5;0;0;0
16s;OTU_220;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;73;0;0;0;0;1;0;1;0;0;6;0;1;0;0;0
16s;OTU_221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;15;2;1;0;3;8;11;4;2;0;5;1;6;0;3;5;1;6;0;0;0
16s;OTU_222;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;14;5;12;10;2;2;13;1;5;0;0;0;18;0;0;0;0;0
16s;OTU_223;0;0;0;0;0;0;0;0;3;1;6;0;0;0;0;0;0;0;0;0;0;0;19;2;2;4;3;0;7;15;13;1;3;13;4;2;4;22;1;0;0;0;0;0
16s;OTU_224;3;0;0;0;1;0;0;1;0;12;3;0;0;0;0;0;0;0;1;0;0;0;13;1;27;4;0;3;0;8;16;1;0;8;7;8;15;8;0;0;1;0;0;0
16s;OTU_225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;5;16;0;0;5;3;2;4;0;0;0;2;0;0;0
16s;OTU_226;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;7;0;0;26;0;3;16;0;1;11;3;4;9;0;0;0;2;0;0;0
16s;OTU_229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0
16s;OTU_230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;1;12;0;0;7;13;0;10;0;0;0;1;0;0;0
16s;OTU_231;1;0;0;0;0;0;0;1;18;15;1;0;0;0;0;0;0;0;0;1;1;0;8;6;17;3;3;12;26;9;8;8;4;17;0;3;1;18;3;0;9;0;2;4
16s;OTU_232;6;9;1;2;0;0;1;11;5;9;4;0;3;1;0;0;0;0;1;2;0;0;3;22;1;2;8;0;11;2;2;9;24;3;1;2;0;0;36;1;0;0;5;3
16s;OTU_233;0;0;0;12;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_234;0;1;0;1;0;0;0;0;9;5;1;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;5;2;0;1;0;0;2;0;3;5;0;0;0;0;0;0;0
16s;OTU_235;14;10;0;18;0;3;6;2;9;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_236;3;0;0;0;1;0;1;1;24;10;6;0;0;0;0;0;0;0;0;2;1;0;5;11;1;2;0;3;3;2;0;5;3;3;1;2;0;0;1;0;1;0;0;0
16s;OTU_237;0;4;0;3;0;0;0;7;14;12;1;1;0;1;0;0;0;0;1;1;0;0;4;4;1;2;0;11;9;0;2;1;8;3;2;2;3;2;2;0;4;0;0;2
16s;OTU_238;0;0;0;0;0;0;0;2;18;10;4;0;0;0;0;0;0;0;0;0;1;0;5;0;6;1;0;0;0;1;5;0;0;4;2;3;1;1;0;0;0;0;0;0
16s;OTU_239;5;2;0;0;0;0;0;0;7;11;3;0;1;0;0;0;0;0;0;1;1;0;4;0;2;2;0;2;12;4;4;2;9;0;4;1;6;1;1;0;2;0;2;1
16s;OTU_240;3;0;0;2;0;0;2;1;16;12;2;1;0;0;0;0;1;0;0;2;0;0;1;0;1;1;0;0;0;0;2;0;0;1;5;1;2;1;0;0;1;0;6;0
16s;OTU_241;3;2;0;3;0;0;1;3;15;18;0;0;0;0;0;0;0;0;0;2;0;0;3;0;3;3;0;1;3;0;2;4;0;6;4;4;0;2;0;1;2;0;2;1
16s;OTU_242;0;0;0;0;1;0;0;0;12;13;3;1;0;0;0;0;0;0;0;1;0;0;4;5;6;8;3;14;10;3;1;3;7;3;1;2;3;9;11;0;5;1;3;0
16s;OTU_243;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_244;0;0;0;0;0;0;0;2;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;2;0;1;2;0;1;1;1;0;0;0;2;2;0;0;0;0;0
16s;OTU_245;0;0;0;2;0;1;0;0;4;9;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_246;0;0;1;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_247;14;0;0;13;5;0;30;12;0;0;0;0;0;0;0;0;0;0;0;4;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_248;0;0;0;0;0;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;5;0;1;0;0;5;4;1;0;0;1;4;2;1;0;25;6;0
16s;OTU_249;0;4;0;0;0;0;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;19;1;4;7;11;5;0;2;0;0;3;1;4;0;3;9;0;1;0;1;0
16s;OTU_250;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;10;4;10;3;2;1;1;0;6;3;5;0;8;0;0;2;0;0;0
16s;OTU_251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;9;40;46;16;1;9;0;1;6;1;3;4;2;0;2;8;0;0;0
16s;OTU_252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;9;0;6;3;6;2;0;0;4;1;0;0;0;0;0;3;0;0;0
16s;OTU_253;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;7;0;0;35;72;0;9;1;0;3;0;3;0;1;0;0;3;0;0;0
16s;OTU_254;2;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;8;12;1;2;0;1;9;7;0;0;12;10;4;4;3;0;0;0;0;0;0
16s;OTU_255;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;1;0;0;0;0;9;1;0;1;8;0;3;0;0;0;0;0;0;1
16s;OTU_256;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;7;15;10;0;15;0;2;1;1;4;3;1;0;0;2;1;0;0
16s;OTU_257;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;1;0;0;1;1;0;0;0;11;0;4;0;0;0;0;0;0;0
16s;OTU_258;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;9;0;1;1;0;0;0;0;0;0
16s;OTU_259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0
16s;OTU_260;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;2;0;2;5;0;2;2;2;2;1;2;1;2;3;0;9;5;0;0;0;0;0
16s;OTU_261;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;4;4;2;2;16;1;4;4;0;3;3;8;0;5;1;12;1;0;4;0;0;0
16s;OTU_262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;2;5;6;15;19;1;1;1;2;2;0;2;1;1;24;0;10;0;0;0
16s;OTU_263;2;3;2;0;1;3;3;0;1;0;0;4;2;2;2;0;2;4;0;0;3;0;0;6;0;1;10;7;0;0;0;1;5;0;0;0;0;0;3;1;0;36;2;0
16s;OTU_264;0;1;8;0;0;0;0;0;0;2;0;4;0;0;6;0;1;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
16s;OTU_265;0;0;0;0;3;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
16s;OTU_266;0;0;0;0;0;0;0;0;1;8;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0
16s;OTU_267;1;6;0;3;0;1;2;2;9;23;7;0;0;0;0;0;0;0;0;1;7;0;4;5;3;3;6;2;1;12;4;2;5;3;3;5;4;8;0;0;2;0;3;2
16s;OTU_268;3;3;1;0;0;0;0;2;4;9;5;0;0;0;1;0;1;0;2;0;1;0;4;0;6;0;0;3;0;2;2;0;0;3;5;3;0;1;0;0;2;1;6;1
16s;OTU_269;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_270;0;0;0;0;0;0;1;0;4;9;5;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;2;2;1;0;1;0;0;0;2;0;1;0;0;0;0
16s;OTU_271;0;0;0;0;0;0;0;0;5;1;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0
16s;OTU_272;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_273;11;7;0;12;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;9;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_274;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;9;2;4;0;0;1;1;5;3;1;2;5;6;3;9;4;0;0;3;0;0;0
16s;OTU_275;0;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;8;0;1;3;11;9;14;0;3;0;3;6;4;0;4;2;1;0;1;0;0;0
16s;OTU_276;0;0;1;2;0;5;0;0;0;0;0;2;1;1;0;0;0;1;0;1;1;0;0;15;0;0;8;1;0;0;0;1;4;0;0;0;2;2;0;0;0;15;3;0
16s;OTU_277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;1;0;0;4;0;0;1;1;0;1;0;0;0;0;0
16s;OTU_278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_279;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;38;42;12;27;100;9;8;26;18;4;2;25;8;14;24;23;34;2;1;0;0;0
16s;OTU_280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;20;15;1;2;0;0;3;7;0;1;3;9;2;6;1;0;0;2;0;0;0
16s;OTU_281;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_282;0;1;0;5;4;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;4;7;0;2;0;0;0;1;3;0;0;2;0;0;2;1;0
16s;OTU_283;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;1;62;5;4;3;2;0;1;4;0;2;0;1;5;0;1;0;0;0
16s;OTU_284;0;1;0;2;1;0;0;3;3;3;1;1;0;1;0;0;0;0;0;0;0;0;1;21;1;4;28;12;5;1;3;0;7;5;1;1;1;1;8;0;4;0;1;0
16s;OTU_285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;6;0;51;1;10;2;3;0;1;0;1;4;3;3;0;1;1;0;0;0
16s;OTU_286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12;3;1;2;0;0;5;0;3;0;0;0;0;0;0;0;0
16s;OTU_287;0;0;0;0;0;0;0;1;0;1;0;4;0;0;0;0;0;0;0;0;0;0;8;34;3;4;16;39;28;8;7;4;10;3;3;6;0;13;17;0;4;0;0;0
16s;OTU_288;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;0;2;33;26;1;1;1;12;2;1;2;1;1;31;2;0;0;0;0
16s;OTU_289;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;12;4;1;8;27;26;2;2;1;3;1;0;3;0;7;0;0;0;0;1;0
16s;OTU_290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;1
16s;OTU_291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;0;0;0;5;0;0;0;0;0;0;0;0;0
16s;OTU_292;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;7;2;0;1;0;0;9;0;0;3;4;1;2;1;0;0;5;0;0;0
16s;OTU_293;5;1;0;1;1;0;0;0;5;7;1;0;0;0;0;0;0;0;0;1;0;0;2;0;7;3;2;1;1;0;9;0;0;4;3;1;5;1;0;0;1;0;1;1
16s;OTU_294;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;3;1;5;4;3;1;0;0;0;8;2;2;0;1;0;0;1;0;0;0
16s;OTU_295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;6;3;0;14;14;6;11;5;1;9;4;7;0;6;0;0;1;0;0;0
16s;OTU_296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;4;0;0;1;1;0;3;0;0;1;10;0;6;2;0;0;0;0;0;0
16s;OTU_297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;3;1;0;4;0;0;3;0;9;0;0;4;0;4;0;0;0
16s;OTU_298;1;1;0;0;0;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;4;31;12;3;0;1;4;3;4;9;2;2;7;0;5;0;0;0
16s;OTU_299;0;3;0;0;0;0;1;4;3;1;0;0;0;0;0;0;0;0;1;0;0;0;4;32;4;1;13;44;21;6;1;6;14;3;4;5;0;8;27;0;1;0;0;0
16s;OTU_300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;24;1;1;0;1;6;3;5;2;9;2;0;1;1;6;34;0;0;0;0;0
16s;OTU_301;0;16;0;4;2;0;0;7;3;6;3;0;0;1;2;0;2;0;0;4;1;0;4;9;0;0;0;3;1;0;1;0;1;0;8;0;1;0;1;0;1;0;3;6
16s;OTU_302;12;7;0;17;0;2;3;2;0;0;0;0;0;0;0;0;0;0;0;7;3;4;0;6;2;0;4;0;0;0;0;0;2;0;0;0;0;2;0;0;0;4;0;0
16s;OTU_303;0;0;0;1;19;1;5;4;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_304;10;10;0;8;14;0;22;20;0;0;0;0;0;0;0;0;0;0;0;5;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
16s;OTU_305;2;1;0;0;1;0;0;0;7;7;1;0;0;0;0;0;0;0;0;0;1;0;6;4;3;4;5;8;7;2;3;0;3;7;4;4;1;1;0;0;6;0;1;0
16s;OTU_306;0;0;0;0;0;0;0;0;12;7;1;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;9;0;0;2;3;1;1;7;3;3;2;4;0;0;1;0;1;0
16s;OTU_307;0;1;0;0;1;0;0;2;12;3;2;0;0;0;0;0;0;0;0;0;1;0;5;0;7;1;4;8;4;0;6;0;2;5;3;4;0;1;0;0;2;0;0;1
16s;OTU_308;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0
16s;OTU_309;0;1;0;0;0;0;0;1;10;2;2;1;0;0;0;0;0;0;1;0;0;0;1;4;1;2;10;6;10;2;3;0;3;2;4;3;1;0;2;0;2;0;0;1
16s;OTU_310;0;2;0;0;0;0;1;3;6;16;2;0;0;0;0;0;0;0;0;1;0;0;1;4;1;0;0;0;3;5;2;0;0;3;1;3;1;1;1;0;0;0;2;1
16s;OTU_311;0;0;0;0;0;0;0;0;2;9;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
16s;OTU_312;0;0;0;0;1;0;0;2;0;8;1;0;0;0;0;0;0;0;1;1;0;0;3;12;3;2;22;5;5;12;2;6;6;4;2;5;1;3;8;2;3;0;0;0
16s;OTU_313;1;0;0;0;0;0;0;1;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_314;0;0;5;0;0;0;0;0;1;0;1;39;20;8;13;0;12;22;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
16s;OTU_315;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_316;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_317;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;2;0;0;4;0;0;3;0;0;2;0;0;0;0;0
16s;OTU_318;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;14;0;0;0;0;0
16s;OTU_319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;5;2;7;0;3;0;1;10;2;0;8;5;1;1;6;0;0;9;0;0;0
16s;OTU_321;0;1;0;0;0;0;2;0;7;3;2;0;0;0;0;0;1;0;0;0;0;0;0;16;1;0;1;2;0;4;4;3;4;5;0;1;1;3;0;0;2;0;1;0
16s;OTU_322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;11;1;1;1;0;0;0;0;0;1;0;0;7;0;0;0;0;0
16s;OTU_324;5;2;0;2;0;3;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;16;0;0;17;1;2;1;1;7;4;0;0;0;0;4;4;3;0;2;1;0
16s;OTU_325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_326;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40;0;2;3;5;11;3;3;2;17;0;1;1;0;2;8;2;2;0;0;0
16s;OTU_327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;2;0;4;3;0;1;1;0;1;3;1;0;0;5;0;2;0;0;0
16s;OTU_328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;9;0;0;0;0;0;3;0;0;1;2;1;2;0;0;0;0;0;0;0
16s;OTU_329;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;7;0;0;0;0;1;0;1;0;0;1;2;0;1;0;0;1;0;2;0
16s;OTU_330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;5;30;23;6;0;6;0;1;3;2;2;1;2;3;0;2;0;0;0
16s;OTU_331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;18;1;3;34;1;2;3;1;3;7;4;1;5;2;9;12;2;0;0;0;0
16s;OTU_332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_334;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;0;0;0;0;4;1;1;0;0;0;0;0;0;2;0;0;0
16s;OTU_335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;20;0;6;0;6;0;0;2;3;0;1;0;0;0;0;0;0;0
16s;OTU_336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;5;6;34;25;1;5;0;0;1;5;0;0;1;2;0;3;0;0;0
16s;OTU_337;0;6;0;0;0;0;2;1;1;4;0;0;0;0;0;1;0;0;0;1;2;1;0;28;4;5;25;40;24;0;5;2;25;4;5;1;1;6;14;0;7;0;0;0
16s;OTU_338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;0;22;1;0;2;0;0;1;1;4;0;0;0;0;1;0;0;0
16s;OTU_339;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;10;6;2;1;0;1;6;1;3;1;1;0;0;3;0;0;0
16s;OTU_340;0;1;0;2;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;1;4;12;2;4;0;1;1;16;3;5;10;6;1;8;1;4;0;1;2;0;2;0
16s;OTU_341;2;6;0;1;2;0;2;4;4;4;1;0;0;0;0;0;0;0;0;2;0;0;17;14;9;3;12;7;4;10;4;3;4;7;6;3;8;7;4;1;3;0;0;0
16s;OTU_342;2;0;0;0;1;0;1;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;4;10;0;0;0;1;2;7;0;3;11;6;2;0;5;7;8;0;1;0;0;0
16s;OTU_343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;0;16;5;7;0;0;1;2;0;1;1;0;12;0;0;0;0;0
16s;OTU_344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;1;0;3;1;7;1;0;2;0;1;1;0;0;12;0;0;0;0;0
16s;OTU_345;2;0;0;0;0;0;0;0;6;2;2;0;0;0;0;0;0;0;0;1;0;0;6;0;6;1;11;3;16;9;7;8;4;8;1;4;1;2;1;0;2;0;3;0
16s;OTU_346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;11;2;0;0;0;3;22;0;0;6;20;4;13;1;0;0;0;0;0;0
16s;OTU_347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;1;0;0;0;0;7;0;0;1;1;1;2;0;0;0;0;0;1;0
16s;OTU_348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;4;7;0;0;2;5;1;5;0;0;0;2;0;0;0
16s;OTU_349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0
16s;OTU_351;0;7;0;0;0;2;0;6;0;6;1;0;0;0;0;0;0;0;0;0;1;0;2;17;0;2;9;3;4;2;0;3;35;1;0;0;0;2;10;0;0;0;1;1
16s;OTU_352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;9;0;0;0;0;0;1;0;0;0;0;0
16s;OTU_353;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;8;5;2;2;0;1;1;8;0;0;0;1;0;0;1;0;0;0
16s;OTU_354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;2;3;2;1;0;7;1;3;3;1;6;0;4;0;0;0
16s;OTU_355;1;10;0;6;0;0;2;6;5;7;0;1;0;0;0;0;0;0;0;2;0;0;2;3;4;0;14;5;8;6;1;2;2;8;4;1;0;1;2;0;3;0;1;0
16s;OTU_356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;3;0;7;1;2;8;2;0;1;11;1;3;6;0;0;4;0;0;0
16s;OTU_357;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;1;7;0;0;0;0;0;0;0;0;0
16s;OTU_358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;2;1;6;0;0;7;0;0;2;0;0;0;1;0
16s;OTU_359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;1;0;1;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0
